,Title,Link,Content(RAW)
33,"Garap proyek PLN, Arkora Hydro salurkan dana Rp75 miliar ke …",https://www.idnfinancials.com/id/news/48692/,"ARKO - PT. Arkora Hydro Tbk Rp 710 -5 (-0,70%) Info Selengkapnya!

JAKARTA. PT Arkora Hydro Tbk (ARKO), telah menyalurkan pinjaman kepada salah satu anak usahanya yaitu PT Arkora Hydro Malili (AHM) yang telah memenangkan tender dari PT PLN (Persero) untuk proyek PLTMH Sulbagsel.

Dalam perjanjian pinjaman yang telah ditandatangani, AHM akan dikenakan bunga sebesar 6,5% per tahun atas pinjaman yang diberikan oleh ARKO.

“Jangka waktu pembayaran 8 tahun sejak tanggal operasi komersial Pembangkit Tenaga Minihidro (PLTMH),” ungkap Manajemen AKRO, dalam keterbukaan informasi di Bursa Efek Indonesia (BEI).

Belum diketahui berapa nilai kontrak yang diterima oleh AHM dari PLN.

Menurut data idnfinancials.com, AHM adalah entitas usaha yang dimiliki oleh ARKO melalui PT Arkora Tomoni Hydro, dengan porsi kepemilikan saham 99,98% saham. Sisanya sebanyak 0,02% saham dimiliki oleh PT Arjuna Hidro, yang juga dimiliki oleh ARKO. (KR)"
34,"Januari 2024, PANR incar Rp 75 miliar via rights issue",https://www.idnfinancials.com/id/news/48706/,"PANR - PT. Panorama Sentrawisata Tbk Rp 705 -10 (-1,40%) Info Selengkapnya!

JAKARTA - PT Panorama Sentrawisata Tbk (PANR) incar dana segar Rp 75 miliar via rights issue dengan menerbitkan 187,5 juta saham pada 8-19 Januari 2024. Perusahaan telah mendapat persetujuan menerbiktan saham baru dari portepel sebanyak 600 juta lembar.



Dalam prospektus singkat yang dikutip Jumat (22/12), modal dasar emiten ini tercatat Rp 150 miliar, modal ditempatkan dan disetor Rp 60 miliar dengan struktur pemiliknya yakni, PT Panorama Tirta Anugerah (PTA) 44,25%, Satrijanto Tirtawisata 7,81%, Budijanto Tirtawisata 6,25%, Ramajanto Tirtawisata 6,04%, Dharmayanto Tirtawisata 4,99%, Hellen 0,00%, dan masyarakat 30,66%. Saham portepel sebanyak 1,8 miliar senilai Rp 90 miliar.



PTA selaku pemegang 44,25% saham PANR menyatakan akan melaksanakan haknya sesuai porsi kepemilikannya yaitu 82,96 juta saham.



Emiten ini akan menggunakan dana hasil rights issue untuk pembayaran utang ke bank sebesar Rp 7,5 miliar dan sisanya sebagai modal kerja antara lain, pemasaran dan operasional yang akan dilakukan dengan pihak yang tidak berafiliasi.



Per Juni 2023, aset lancar PANR sebesar Rp 560,91 miliar, liabilitas jangka pendek RP 466,18 miliar, dan ekuitas Rp 646,12 miliar. (LK)





"
35,Anak usaha Erajaya Swasembada dapat suntikan modal SG$25 …,https://www.idnfinancials.com/id/news/48700/erajaya-swasembada-subsidiary-receives-sgd-capital,"ERAA - PT. Erajaya Swasembada Tbk Rp 414 -6 (-1,43%) Info Selengkapnya!

JAKARTA. Erajaya Property Holding Pte. Ltd. (EPH), salah satu anak usaha milik PT Erajaya Swasembada Tbk (ERAA), telah memperoleh tambahan modal sebesar SG$25 ribu.

Amelia Allen, Head of Legal & Corporate Secretary ERAA, mengatakan suntikan modal tersebut diberikan dalam rangka peningkatan modal ditempatkan dan disetor EPH dengan penerbitan 25 ribu lembar saham baru.

Seluruh saham baru tersebut memiliki nilai nominal SG$1 per lembar. ERAA sebagai pemegang saham EPH, melalui Erajaya Holding Pte. Ltd. (EH), mengambil bagian atas 12.500 lembar saham baru tersebut dengan total nilai nominal SG$12,5 ribu.

Sementara itu pemegang saham EPH lainnya yaitu Fortune Peninsula Holdings Pte. Ltd. juga mengambil bagian atas 50% saham baru. Sehingga porsi kepemilikan saham EH dan Fortune Peninsula di dalam EPH masing-masing bertahan sebesar 50%.

“Transaksi EPH yang dilakukan oleh Perseroan melalui EH bersumber dari Internal Kas EH,” kata Allen, dalam keterbukaan informasi di Bursa Efek Indonesia (BEI).

Tambahan modal tersebut membuat modal ditempatkan dan disetor EPH meningkat jadi SG$11,5 juta. Sebelumnya, jumlah modal ditempatkan dan disetor EPH adalah sebesar US$11,52 juta.

Sebagai catatan, EPH adalah entitas usaha yang bergerak di bidang properti dan real estate pribadi. Selain itu, EPH juga menjalankan bisnis properti komersial seperti ruang pameran, pusat perbelanjaan, dan fasilitas penyimpanan mandiri di Singapura. (KR)"
50,Indonesia Promosikan Produk Lokal Di Cambodian Import Export …,https://tashkent.kemlu.go.id/portal/id/read/5636/berita/indonesia-promosikan-produk-lokal-di-cambodian-import-export-goods-exhibition-2023,APA YANG BARU
51,Groundbreaking Pembangunan Bendungan Jenelata Kabupaten …,https://sda.pu.go.id/balai/bbwspompenganjeneberang/groundbreaking-pembangunan-bendungan-jenelata-kabupaten-gowa,"Berita Pomjen

Selasa 19 Desember 2023, Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR), Direktorat Jenderal Sumber Daya Air (SDA) melalui BBWS Pompengan Jeneberang menggelar Groundbreaking Pembangunan Bendungan Jeneleta sebagai seremonial dimulainya pembangunan Bendungan Jenelata yang terletak di Kabupaten Gowa, Provinsi Sulawesi Selatan.

Direktur Bendungan dan Danau, Adenan Rasyid ST, MT, dalam sambutannya menyampaikan Pembangunan Bendungan Jenelata merupakan bentuk kepedulian dan kehadiran pemerintah dalam mewujudkan ketahanan air, ketahanan pangan, dan ketahanan energi sebesar-besarnya untuk kemakmuran rakyat. Untuk itu, beliau meminta agar menerapkan prinsip kehati-hatian dalam proses pelaksanaan pekerjaan baik administrasi maupun teknis, serta harus berjiwa seni dalam melaksanakan pekerjaan dengan mengedepankan peraturan dan ketentuan yang berlaku.

“Diharapkan proses pembangunan dapat dituntaskan tepat waktu, tepat anggaran, dan tepat mutu, dan kepada pelaksana untuk bekerja dengan baik, bekerja dengan hati dan dengan hati-hati serta melaksanakan arahan Bapak Menteri PUPR untuk menjaga kualitas, estetika, serta keberlanjutan lingkungan dalam melaksanakan pekerjaan ini, tambahnya.

Pada kesempatan itu turut hadir mewakili Penjabat Gubernur Sulawesi Selatan, yaitu Penjabat Sekretaris Daerah Provinsi Sulawesi Selatan, Drs. Andi Muhammad Arsjad, M.Si. Pada sambutan beliau, disampaikan terima kasih kepada Kementerian PUPR atas terlaksananya Pembangunan Bendungan Jeneleta ini karena dengan adanya Bendungan Jenelata ini nantinya akan memberi dukungan dalam sektor pertanian, selain itu dengan adanya Bendungan Bili-bili dan Bendungan Jenelata nantinya mampu mereduksi potensi banjir yang akan terjadi di Kota Makassar.

Kepala BBWS Pompengan Jeneberang, Dr. Suryadarma Hasyim S.T., M.T. menjelaskan bahwa Bendungan Jenelata merupakan bendungan tipe CFRD (Concrete Face Rockfill Dam) dengan daya tampung efektif sebesar 174,5 juta meter kubik. Bendungan Jenelata dapat mengendalikan banjir Sungai Jenelata dari debit 1.800,46 m3 per detik menjadi 686 m3 per detik pada periode ulang 50 tahun, sebagai penyedia air untuk daerah irigasi seluas 26.773 hektare dengan intensitas tanam dari 276% menjadi 300% dengan pola tanam Padi-Padi-Palawija, menyediakan air baku sebesar 6,05 m3 per detik untuk SPAM Regional Mamminasata (Makassar, Maros, Sungguminasa, dan Takalar) dan kebutuhan industri di Takalar, potensi Pembangkit Listrik Tenaga Air (PLTA) 7 MW, serta pengembangan daerah wisata. (SISDA)"
52,"Hadiri Pertemuan BoG World Water Council di Beijing, Indonesia ...",https://sda.pu.go.id/balai/bbwspompenganjeneberang/hadiri-pertemuan-bog-world-water-council-di-beijing-indonesia-sampaikan-perkembangan-persiapan-world-water-forum-ke-10-tahun-2024,"Berita PU.go.id

Beijing - Pemerintah Republik Indonesia menyampaikan laporan perkembangan persiapan World Water Forum ke-10 tahun 2024 dalam the 84th Board of Governors (BoG) Meeting of the World Water Council yang berlangsung di Beijing, China mulai 8 hingga 9 September 2023.

Seperti diketahui, pada World Water Forum ke-9 di Senegal, Indonesia ditunjuk menjadi tuan rumah perhelatan World Water Forum 2024 yang merupakan forum air internasional terbesar di dunia. Acara World Water Forum ke-10 ini akan berlangsung di Bali pada 18-24 Mei 2024.

Staf Ahli Menteri PUPR Bidang Teknologi, Industri, dan Lingkungan Endra Saleh Atmawidjaja mewakili Panitia Nasional (National Organizing Committee) mengatakan bahwa Pemerintah Indonesia bersama World Water Council telah melakukan berbagai langkah persiapan yang matang jelang the 10th World Water Forum yang tersisa 8 bulan lagi.

“Kurang dari setahun lagi World Water Forum ke-10 tahun 2024 akan digelar, Pemerintah Indonesia berupaya menjadikan acara di Bali ini sebagai momen bersejarah, dimana World Water Forum merupakan forum internasional terbesar yang mengundang berbagai pemangku kepentingan untuk menyampaikan pesan-pesan penting tentang air dan membuat komitmen global di bidang air,” kata Endra.

World Water Forum yang diadakan setiap tiga tahun sekali merupakan sebuah proses yang terus berkembang sejak digelar pertama pada tahun 1997 di Marrakesh hingga forum kesembilan di Senegal. Dalam prosesnya, air menjadi perhatian para pengambil keputusan tingkat tinggi seperti kepala negara, anggota parlemen, menteri, dan pemangku kepentingan lainnya.

“Kami dapat memastikan bahwa Panitia Nasional (NOC) di bawah kepemimpinan Presiden Joko Widodo akan bekerja dengan mitra global dan lokal terkait untuk mencapai hasil dan dampak yang baik dalam mengatasi berbagai isu tentang air di dunia. Presiden Joko Widodo telah membawakan pesan tentang air pada dunia dan bagi para kepala negara dalam pertemuan G20 di Bali dan Kick-off of 10th World Water Forum di Jakarta,” ujar Endra.

Sebagai tonggak persiapan menuju World Water Forum ke-10 tahun 2024, Pemerintah Indonesia telah menyelenggarakan Kick-off Meeting atau Stakeholder Consultation Meeting (SCM) ke-1 yang berhasil diselenggarakan pada tanggal 15-16 Februari 2023 di Jakarta Convention Center. Lebih dari 1.400 peserta dari lebih 58 negara menghadiri acara ini.

Dalam proses tematik, World Water Council dan Panitia Nasional telah menerima lebih dari 400 peminat untuk menjadi Topic Coordinator. Sementara, untuk proses regional, terdapat 4 region yang sedang berjalan proses diskusinya dalam menyusun rencana kerja, hasil dan peta jalannya.

Adapun dalam proses politik, telah dilakukan penandatanganan kesepatan kerjasama dengan UNESCO untuk proses tingkat Menteri dan United Cities and Local Government (UCLG) untuk proses tingkat Local Authorities. Serta yang terakhir saat 3rd International Conference on Water and Climate pada 6-7 Juli di Maroko, perjanjian ditandatangani antara Panitia Nasional dan International Networks of Basin Organizations (INBO) untuk proses politik pada tingkat otoritas wilayah sungai (river basin authorities).

Selanjutnya, Pemerintah Indonesia juga akan menggelar Stakeholder Consultation Meeting (SCM) ke-2 pada tanggal 12-13 Oktober 2023 di Bali dengan proses yang inklusif pada proses tematik, regional dan politik.

“Kami menargetkan sekitar 800 peserta dari nasional dan internasional untuk menghadiri SCM ke-2. Pertemuan ini bertujuan untuk membentuk kelompok kerja, mendiskusikan rencana kerja untuk Forum pada setiap prosesnya, serta tindak lanjut setelah forum berakhir,” kata Endra.

SCM ke-2 dari World Water Forum 2024 akan menjadi tempat bagi para pemangku kepentingan yang berpartisipasi dalam proses politik, tematik, dan regional dalam sisa waktu 8 bulan terakhir, termasuk memastikan bahwa Forum menghasilkan output dan benefit yang konkrit untuk Indonesia sebagai tuan rumah.

Turut hadir dalam 84th BoG Meeting of the World Water Council, Staf Khusus Menteri PUPR Bidang Manajemen Air Firdaus Ali serta Asisten Deputi Pengelolaan Daerah Aliran Sungai dan Konservasi Sumber Daya Alam Kemenko Marves Mochamad Saleh Nugrahadi.(*)"
53,World Water Forum Ke -10 Tahun - BBWS Pompengan Jeneberang,https://sda.pu.go.id/balai/bbwspompenganjeneberang/world-water-forum-ke-10-tahun,"Berita Pomjen

Panggilan kepada seluruh pemerhati air!

Jangan lewatkan informasi dan pembaruan mengenai World Water Forum ke-10 pada 2024 mendatang.



Selami dunia dengan inovasi, pengetahuan, dan diskusi yang berfokus pada solusi permasalahan air untuk masa depan.



Kunjungi https://worldwaterforum.org untuk tetap terinformasi dan jadi bagian dari gerakan global ini.

#10thWorldWaterForum

#WaterForSharedProsperity"
54,SPSE ESP Ministry of Public Works and Housing,https://spseicb.pu.go.id/eproc-icb/loginepn/1/3084999,"

Login

Login as Vendor User ID Password * Vendors who are already registered in local LPSE must do a new registration for the Accelerating Infrastructure Delivery Through Better Engineering Services Project (ICB) of Ministry of Public Works and Housing

[Forgot Password][Register as Vendor]

To ensure best experience, vendors are advised to use : Internet Explorer 9+

Firefox 4+

Chrome 8+

Safari 5+

"
55,"D.I. Gumbasa : 5 Tahun Bencana Telah Usai, Pembangunan …",https://sda.pu.go.id/berita/view/d_i_gumbasa_5_tahun_bencana_telah_usai_pembangunan_irigasi_hampir_selesai_,"D.I. Gumbasa : 5 Tahun Bencana Telah Usai, Pembangunan Irigasi Hampir Selesai!

Kategori : Berita SDA 21 Desember 2023, 10:08:20

Foto : kompusda

5 tahun telah berlalu pasca tragedi gempa dan fenomena likuifaksi, terdapat banyak sisa-sisa kejadian yang masih membekas di benak masyarakat sekitar Kota Palu, Provinsi Sulawesi Tengah. Selain itu, infrastruktur yang menjadi pendukung aktivitas masyarakat untuk menjalani keseharian juga turut terdampak dari adanya bencana tersebut.

Salah satu infrastruktur yang terdampak adalah saluran irigasi yang sangat dimanfaatkan oleh masyarakat petani untuk mengairi lahan pertanian yang sangat penting untuk memenuhi kebutuhan pangan masyarakat. Pembangunan jaringan irigasi terus dilakukan oleh Direktorat Jenderal Sumber Daya Air (Ditjen SDA), Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) di Daerah Irigasi (D.I) Gumbasa Provinsi Sulawesi Tengah yang masuk ke dalam Proyek Strategis Nasional (PSN).

D.I Gumbasa menjadi salah satu jaringan irigasi kewenangan pusat yang masuk ke dalam PSN, dikarenakan potensi pertanian yang besar dapat mendukung program ketahanan pangan yang memprioritaskan peningkatan ketersediaan, akses serta kualitas konsumsi pangan.

Kepala Balai Wilayah Sungai(BWS) Sulawesi III Palu, Dedi Yudha Lesmana, menyampaikan besarnya potensi lahan yang akan terairi di D.I Gumbasa dapat meningkatkan jumlah ketersediaan beras di Provinsi Sulawesi Tengah.

“Saat ini pekerjaan sudah mencapai 80% dengan luas areal yang diairi ini kurang lebih 2000 hektar diharapkan di akhir Desember dapat melayani kurang lebih 5.800 hektar”, jelasnya.

Pelaksanaan rehabilitasi dan rekonstruksi D.I Gumbasa juga turut melibatkan para petani yang tergabung dalam Perkumpulan Petani Pemakai Air (P3A). “Karena jaringan irigasi belum tersedia, maka kami melibatkan anggota P3A untuk ikut mengerjakan unit beton untuk di jaringan tersier. Hal tersebut merupakan salah satu program stimulus bagi para petani yang saat ini tidak bisa melakukan tanam karna jaringan irigasi yang masih rusak.” Tambahnya.

Suharno, salah satu warga Desa Sibowi yang tergabung dalam P3A di D.I Gumbasa menyampaikan, sebelum adanya perbaikan dan rehabilitasi saluran irigasi primer dan tersier, penghasilan para petani tidak menentu karena terdapat banyak masalah mulai dari pembagian air hingga hama yang merusak .

“Sebelumnya saluran tersier masih berupa tanah, sehingga rawan terjadi konflik air. Kalau sekarang, saluran tersiernya sudah menggunakan beton, misalnya dari atas debit airnya 5 liter/detik sampai bawah pun debitnya tetap 5 liter/detik. Selain itu, airnya pun cepat sampai ke bawah” sebutnya.

Selain membangun dan merehabilitasi jaringan irigasi, BWS Sulawesi III melakukan penataan kawasan di sekitar Bendung Gumbasa, salah satunya fasilitas taman dan playground yang dapat dimanfaatkan oleh warga sekitar.

Muhammad Nur menyampaikan rasa terima kasihnya kepada Pemerintah khususnya pihak BWS Sulawesi III atas pekerjaan pembangunan fasilitas umum yang dilakukan di wilayah tempat tinggalnya.

“Kalau kita terlalu jauh ke Palu untuk mengunjungi taman-taman seperti ini, di sini sudah ada. Jadi saya sangat mendukung dan ini sejak awal kita butuhkan dan kita damba-dambakan bahwa harus ada tempat seperti ni di Gumbasa.” Pungkasnya.

D.I Gumbasa diharapkan dapat meningkatkan perekonomian masyarakat di sekitarnya yang terdampak bencana gempa bumi dan fenomena likuifaksi, upaya mengairi pertanian akan terus dilakukan di lahan-lahan potensial dengan berbagai jenis hasil pertanian, fasilitas-fasilitas pendukung yang turut dibangun juga dapat dirasakan langsung oleh masyarakat sekitarnya.(fif)"
56,Sekko: Pra Musrenbang Kelurahan Agar Lebih Efektif dan Efisien,https://pusat.jakarta.go.id/news/2023/sekko-pra-musrenbang-kelurahan-agar-lebih-efektif-dan-efisien,"Sekko: Pra Musrenbang Kelurahan Agar Lebih Efektif dan Efisien

Reporter: Dendy Magang | Editor: Andreas Pamakayo

Sosialisasi Pra Musrenbang Kelurahan. Foto: Audry

Sekretaris Kota (Sekko) Administrasi Jakarta Pusat Iqbal Akbarudin membuka kegiatan Sosialisasi Pra Musyawarah Perencanaan Pembangunan (Musrenbang) Kelurahan dalam rangka penyusunan Rencana Kerja Pemerintah Daerah (RKPD) Tahun 2025.

Dalam sambutannya, Iqbal menyampaikan, Rembuk RW merupakan bagian dari Pra Musrenbang sedangkan Musrenbang Kelurahan sendiri merupakan bagian dari Musrenbang Kecamatan, karena status kedudukan sebagi perangkat kecamatan, meskipun teknis pelaksanaanya tetap dilakukan berdasarkan kelurahan masing-masing.

Iqbal menambahkan, Pra Musrenbang Kelurahan atau yang sebelumnya dikenal dengan nama Rembuk RW merupakan kegiatan musyawarah masyarakat yang bertujuan untuk mengidentifikasikan masalah, kebutuhan, dan menentukan kegiatan dalam rangka menyelesaikan masalah di tingkat RW berdasarkan skala prioritas.

""Diharapkan, pelaksanaan Rembuk RW pada tahun ini dapat menjadi lebih efektif dan efisien, serta dapat membentuk kohesi yang berkesinambungan di antara masyarakat, pengurus tingkat RT, dan RW, pendamping Rembuk RW, dan entitas pemerintah dari tingkat kelurahan, kecamatan, kota, hingga Provinsi. Melalui keterpaduan ini, diharapkan dapat menjadi bagian dari peran kita semua dalam mencapai keberhasilan Jakarta untuk Indonesia dan Jakarta sebagai Kota Global,"" katanya, di Ruang Pola, Kantor Wali Kota Jakarta Pusat, Kamis (21/10).

Baca Juga:

Wali Kota Jakpus Buka Pra Musrenbang Kelurahan

Menurutnya, ini merupakan rangkaian kegiatan hari kedua dari Sosialisasi Pra Musyawarah Perencanaan Pembangunan (Musrenbang) yang dilakukan secara hybrid. Kegiatan ini diikuti oleh empat kecamatan yaitu, Kecamatan Johar Baru, Kecamatan Cempaka Putih, Kecamatan Gambir, dan Kecamatan Menteng.

Jakarta Pusat, lanjutnya, telah merekrut 91 orang Pendamping Usulan Musrenbang Tahun 2024 yang terdiri dari 72 orang pernah menjadi pendamping pada Rembuk RW Tahun sebelumnya, sedangkan 19 orang merupakan pendamping baru.

""Kepada para pendamping diharapkan nantinya dapat berkoordinasi dengan ketua RW dan ketua RT di lingkungannya masing-masing. Saya harap seluruh pendamping bisa membantu pelaksanaan Rembuk RW ini secara optimal dan dilakukan dengan musyawarah bagi seluruh komponen pemangku kepentingan masyarakat,"" tandasnya."
57,"Peringati Hari Ibu, Pj. Gubernur Heru Apresiasi Peran ASN …",https://biroumum.jakarta.go.id/news_web/detailnews/peringati-hari-ibu-pj-gubernur-heru-apresiasi-peran-asn-perempuan-memajukan-kota-jakarta,"Peringatan Hari Ibu di Balaikota DKI Jakarta

(Foto: Berita Jakarta)

Biro Umum dan ASD - Menyambut Hari Ibu yang diperingati setiap tanggal 22 Desember, Penjabat (Pj.) Gubernur DKI Jakarta Heru Budi Hartono mengapresiasi peran Aparatur Sipil Negara (ASN) perempuan di lingkungan Pemprov DKI Jakarta. Menurutnya, ASN perempuan telah memberikan pelayanan optimal kepada masyarakat. Hal tersebut disampaikan Pj. Gubernur Heru saat menghadiri kegiatan talkshow bertema ‘ASN Perempuan Berdaya, Sukses Jakarta Untuk Indonesia’, di Ruang Pola, Balai Kota Jakarta, pada Kamis (21/12).



Pj. Gubernur Heru menyampaikan kesan yang mendalam terhadap peran para ASN perempuan yang turut terlibat dalam proses memajukan Kota Jakarta. ""Di sini telah hadir Ibu Asisten Perekonomian dan Keuangan Sekda Provinsi DKI Jakarta Sri Haryati, dan Ibu Widyastuti selaku Asisten Kesejahteraan Rakyat Sekda Provinsi DKI Jakarta. Keduanya adalah contoh perempuan hebat yang mengabdi untuk warga Jakarta. Kalau Ibu Sri ini sangat berperan dalam menjaga laju perekonomian serta pengendalian inflasi daerah,"" kata Pj. Gubernur Heru seperti disampaikan dalam siaran pers Berita Jakarta.



Setelah itu, Pj. Gubernur Heru tidak lupa bercerita bagaimana peran Widyastuti saat menjabat sebagai Kepala Dinas Kesehatan Provinsi DKI Jakarta, terutama saat Jakarta berjuang menghadapi dan mengendalikan pandemi Covid-19. Pada saat Kejadian Luar Biasa (KLB) tersebut, peran perempuan hebat sangat krusial untuk melayani masyarakat.



""Saat pandemi, selama satu tahun pertama, saya saat bertugas di Sekretariat Presiden terus berkoordinasi dengan Ibu Widyastuti. Beliau selalu bersinergi terkait apa yang dibutuhkan DKI Jakarta dari Pemerintah Pusat. Saya melihat Ibu Widi sangat tangguh dalam menghadapi situasi tersebut, dan Alhamdulillah kita bersama-sama sanggup melewati momentum terberat saat itu,"" tutur Pj. Gubernur Heru.



Pada kegiatan talkshow ini, Pj. Gubernur Heru mengimbau seluruh ASN perempuan di lingkungan Pemprov DKI Jakarta terus kompak dan menjaga integritas. Hal ini bertujuan untuk memberikan pesan kepada seluruh pihak bahwa perempuan bisa berjuang, berkarya, dan profesional dalam pelayanan publik.



""Saya ucapkan terima kasih kepada seluruh jajaran ASN perempuan di Pemprov DKI Jakarta. Mari terus berkarya. Kaum perempuan ini tentunya mampu menorehkan sejumlah prestasi yang membanggakan demi kelangsungan dan kemajuan Kota Jakarta,"" tandas Pj. Gubernur Heru.



Editor: Frans

Pewarta: Rike

Biro Umum dan Administrasi Sekretariat Daerah Setda DKI Jakarta

Sumber: Berita Jakarta

Website: https://biroumum.jakarta.go.id

Instagram:@balaikota_jakarta

Twitter: @balaikota_jkt

YouTube:@balaikota_jakarta

Tik Tok:@balaikota_jakarta"
58,40 Peserta Ikuti Sosialisasi P4GN di Kantor Kelurahan Angke,https://barat.jakarta.go.id/detailberita/9543,"40 Peserta Ikuti Sosialisasi P4GN di Kantor Kelurahan Angke

Pemerintahan Kamis, 21 Desember 2023 - 16:33 34 Reporter : Kelurahan Angke Edited By Izzudin

Warga Kelurahan Angke mengikuti sosialisasi P4GN

Pemerintahan

Sebanyak 40 peserta yang mengikuti sosialisasi Pencegahan Pemberantasan Penyalahgunaan dan Peredaran Gelap Narkotika (P4GN) di aula kantor Kelurahan Angke, Kecamtan Tambora, Jakarta Barat, Kamis (21/12).

Lurah Angke, Firmansyah mengatakan, kegiatan ini merupakan tindak lanjut dari Instruksi Presiden Republik Indonesia Nomor 2 Tahun 2020 tentang Rencana Aksi Nasional Penyalahgunaan dan Peredaran Gelap Narkotika (RAN P4GN).

""Kami dari Kelurahan Angke berkomitmen untuk melaksanakan Instruksi Presiden ini dan semoga dengan sosialisasi ini dapat meningkatkan kesadaran dan kewaspadaan warga Kelurahan Angke akan bahaya narkoba,"" katanya.

Menurut Firman, sebanyak 40 peserta tersebut terdiri dari Ketua RW, Anggota LMK, Anggota FKDM, Kader Dasawisma dan warga Kelurahan Angke, Kecamatan Tambora.

Bhayangkara Pembina Keamanan dan Ketertiban Masyarakat (Bhabinkamtibmas) Kelurahan Angke, Aiptu Gusti menjelaskan terkait pengertian dan jenis narkotika yang terbagi menjadi 3 (tiga) golongan beserta contohnya. Pihaknya juga mengajak warga untuk berperan aktif dalam pencegahan narkotika.

""Saya mengajak Para Ketua RT, RW, LMK, dan FKDM di Kelurahan Angke untuk berperan aktif dalam membantu pencegahan Peredaran Narkoba dan tindakan kekerasan di wilayah sekitar, dengan cara melaporkan adanya tindakan yang mencurigakan dari warga terutama anak-anak muda di wilayah sekitar,"" ujarnya.

Sementara itu, Bintara Pembina Desa (Babinsa) Kelurahan Angke, Serda Sarip menambahkan, diharapkan para pengurus wilayah dapat berperan aktif dalam mencegah terjadinya tawuran.

""Saya berharap kita semua kompak untuk menjaga wilayah dari tawuran terutama pada jam rawan dari tengah malam hingga dini hari,"" tandasnya. (Kontri)"
59,Kabupaten Administrasi Kepulauan Seribu,https://pulauseribu.jakarta.go.id/post/2023-12-22/ratusan-asn-kabupaten-kepulauan-seribu-mengikuti-upacara-peringatan-hari-ibu-ke-95,"Sekitar 450 Aparatur Sipil Negara (ASN) Kabupaten Kepulauan Seribu mengikuti kegiatan Upacara Peringatan Hari Ibu ke-95, yang diselenggarakan di Gedung Mitra Praja, Jakarta, Jumat (22/12/2023).

Dalam upacara tersebut, Bupati Kepulauan Seribu, Junaedi menjadi Inspektur Upacara Peringatan Hari Ibu di hadapan ratusan peserta upacara.

Bupati Kepulauan Seribu, Junaedi juga membacakan sambutan Menteri Pemberdayaan Perempuan dan Perlindungan Anak Republik Indonesia, Bintang Puspayoga.

""Hari Ibu momentum diselenggarakannya Kongres Perempuan Pertama pada 22 Desember 1928 di Yogyakarta, yang merupakan sebuah titik penting pergerakan perempuan yang menandai babak baru bangkitnya gerakan perempuan Indonesia untuk berorganisasi secara demokratis tanpa membedakan agama, etnis, dan kelas sosial,"" katanya.

Usai pelaksanaan upacara, Bupati Kepulauan Seribu, Junaedi memberikan hadiah kepada ASN yang menyimpan foto orang tua/ibu di dompet ASN.

Tercatat, susunan petugas Upacara Bendera di Peringatan Hari Ibu ke-95 di antaranya Perwira Upacara oleh Kepala Suku Dinas Perumahan Rakyat dan Kawasan Pemukiman (Sudin PRKP) Kepulauan Seribu, Darnawati Sembiring, Komandan Upacara dari Satuan Polisi Pamong Praja (Satpol PP) Kepulauan Seribu, Vinky Eska Aulia, Pembaca Sejarah Singat Hari Ibu, Yulce Rosmawati dari Sudin PRKP Kepulauan Seribu, Pembaca Teks Pancasila, Aisa Widyastri dari Sudin Kominfotik Kepulauan Seribu, Pembaca Doa, Pelaksana Tugas, Huriyati dari Sudin Kesehatan Kepulauan Seribu."
